Date,cases_daily,cases_3days,cases_weekly,cases_total,prevalence,incidence_daily,incidence_3days,incidence_weekly,deaths_daily,deaths_3days,deaths_weekly,deaths_total,mortality
2020-03-23,2715,0.0,0.0,124031,2.8086765562534385e-05,6.148105594752993e-07,0.0,0.0,187,0.0,0.0,5282,0.04258612766163298
2020-03-24,3192,2956.0000000000005,0.0,127223,2.8809592562845676e-05,7.228270003112912e-07,6.693849037970479e-07,0.0,172,177.66666666666666,0.0,5454,0.04286960691070011
2020-03-25,4092,0.0,0.0,131315,2.9736224168507895e-05,9.266316056622191e-07,0.0,0.0,159,0.0,0.0,5613,0.04274454555839013
2020-03-26,4597,0.0,0.0,135912,3.077721280272814e-05,1.0409886342202397e-06,0.0,0.0,192,0.0,0.0,5805,0.0427114603567014
2020-03-27,5314,4667.666666666667,0.0,141226,3.198056577254461e-05,1.2033529698164792e-06,1.056991069899646e-06,0.0,240,197.0,0.0,6045,0.0428037330236642
2020-03-28,6931,0.0,0.0,148157,3.355008768330826e-05,1.5695219107636464e-06,0.0,0.0,203,0.0,0.0,6248,0.04217148025405482
2020-03-29,7355,0.0,4885.142857142858,155512,3.5215624208148346e-05,1.6655365248400834e-06,0.0,6.514929725277924e-07,225,0.0,196.85714285714283,6473,0.041623797520448584
2020-03-30,7011,7099.000000000001,0.0,162523,3.6803262083832074e-05,1.5876378756837287e-06,1.6075654370958197e-06,0.0,199,209.00000000000003,0.0,6672,0.04105265100939559
2020-03-31,8195,0.0,0.0,170718,3.865901624033302e-05,1.8557541565009495e-06,0.0,0.0,219,0.0,0.0,6891,0.04036481214634661
2020-04-01,6887,0.0,0.0,177605,4.0218574370390625e-05,1.559558130057601e-06,0.0,0.0,228,0.0,0.0,7119,0.04008333098730329
2020-04-02,8480,7854.0,0.0,186085,4.2138866651919366e-05,1.9202922815287433e-06,1.778534856029098e-06,0.0,283,243.33333333333334,0.0,7402,0.03977752102533788
2020-04-03,8791,0.0,0.0,194876,4.412958474707493e-05,1.990718095155564e-06,0.0,0.0,294,0.0,0.0,7696,0.03949177938791847
2020-04-04,6157,0.0,0.0,201033,4.5523834697236776e-05,1.3942499501618482e-06,0.0,0.0,150,0.0,0.0,7846,0.039028418219894244
2020-04-05,12244,9064.0,8252.142857142857,213277,4.82964831282554e-05,2.7726484310186245e-06,2.0525388254453457e-06,1.10052320616645e-06,444,296.0,259.57142857142856,8290,0.038869639014052146
